METRIC,SIGNATURE,unique_gloss_pairs,unique_glosses,hyp_gloss_count,ref_gloss_count,total_count,self_scores_count,mean_self_score,std_self_score,mean_of_gloss_self_score_means,std_of_gloss_self_score_means,out_of_class_scores_count,mean_out_of_class_score,std_out_of_class_score,mean_of_out_of_class_score_means,std_of_out_of_class_score_means,mean_score_time,std_dev_of_score_time,mean_average_precision,mean_reciprocal_rank,precision@1,recall@1,match_count@1,precision@5,recall@5,match_count@5,precision@10,recall@10,match_count@10,mean_out_mean_in_ratio
CheatingMetric_cheat0.0_defaultdist4.0,CheatingMetric_cheat0.0_defaultdist4.0|higher_is_better:no|pose_preprocessors:[]|distance_measure:{return4|default_distance:4.0},6016,1088,169,1088,117398,33031,0.0,0.0,0.0,0.0,84367,4.0,0.0,4.0,0.0,0.00012389114105699188,0.0016690319161854529,1.0,1.0,1.0,0.07858988735888767,2325,1.0,0.3929494367944383,11625,0.9972473118279569,0.7825126302026332,23186,inf
EmbeddingDistanceMetric_asl_citizen_finetune_checkpoint_best_cosine,EmbeddingDistanceMetric_asl_citizen_finetune_checkpoint_best_cosine|higher_is_better:no|model:asl_citizen_finetune_checkpoint_best|kind:cosine,6016,1088,169,1088,117398,33031,0.1873709136698942,0.0971846195657714,0.18305151232200423,0.040185197789897986,84367,0.35123098191465857,0.06546747761737097,0.35044533833743036,0.025351223108521406,0.0004622702913039233,0.001647378757887615,0.8463741540908813,0.9594687819480896,0.9354838709677419,0.07358675646955883,2175,0.8922150537634409,0.3507088421748364,10372,0.8258924731182795,0.647000703462603,19202,1.874522438063409
EmbeddingDistanceMetric_asl_finetune_checkpoint_best_cosine,EmbeddingDistanceMetric_asl_finetune_checkpoint_best_cosine|higher_is_better:no|model:asl_finetune_checkpoint_best|kind:cosine,6016,1088,169,1088,117398,33031,0.17921312800480427,0.09580560752175435,0.17336378847176062,0.04494385885205094,84367,0.35787020717205864,0.053589427143769186,0.35681554881068306,0.016305805061636484,0.00047973792663907693,0.0013612240885703748,0.914872407913208,0.9766806364059448,0.9621505376344086,0.07568552130980974,2237,0.9496774193548387,0.37390154387892327,11040,0.9167741935483871,0.719858094936493,21315,1.9968972761999055
EmbeddingDistanceMetric_asl_signs_finetune_checkpoint_best_cosine,EmbeddingDistanceMetric_asl_signs_finetune_checkpoint_best_cosine|higher_is_better:no|model:asl_signs_finetune_checkpoint_best|kind:cosine,6016,1088,169,1088,117398,33031,0.11358085723386821,0.06094124812371697,0.11063966308158195,0.02542463412587113,84367,0.2196795388833484,0.056518155430303904,0.21991803000347662,0.02247016768761457,0.0004500112797438618,0.001107537428198665,0.8173709511756897,0.9447532296180725,0.9101075268817205,0.071710912894674,2116,0.867268817204301,0.341688109403829,10082,0.7989677419354839,0.6264065526374525,18576,1.9341246776383993
EmbeddingDistanceMetric_baseline_temporal_checkpoint_best_cosine,EmbeddingDistanceMetric_baseline_temporal_checkpoint_best_cosine|higher_is_better:no|model:baseline_temporal_checkpoint_best|kind:cosine,6016,1088,169,1088,117398,33031,0.13359803274431314,0.06171402166201791,0.13329779101971237,0.013441635002619367,84367,0.17256915257106425,0.05224798733184633,0.17316218525216934,0.015093393282191891,0.0004506432545353917,0.0013273754849823577,0.5033165216445923,0.7716054320335388,0.6318279569892473,0.04948602208404465,1469,0.5398709677419354,0.2103029870193058,6276,0.47655913978494624,0.3705650876434358,11080,1.2917042940395391
EmbeddingDistanceMetric_pop_sign_finetune_checkpoint_best_cosine,EmbeddingDistanceMetric_pop_sign_finetune_checkpoint_best_cosine|higher_is_better:no|model:pop_sign_finetune_checkpoint_best|kind:cosine,6016,1088,169,1088,117398,33031,0.08555083425012316,0.05114047957616241,0.08311892726159752,0.02380925180486126,84367,0.17563243210404017,0.03506211017621249,0.17606306605599054,0.010281008538369822,0.0004546447269377093,0.0013797865123699497,0.8636671304702759,0.9611356258392334,0.9359139784946237,0.07375814478326213,2176,0.9077849462365593,0.3577464095635972,10553,0.8554408602150538,0.6718362905926074,19889,2.0529598997310456
EmbeddingDistanceMetric_sem_lex_finetune_checkpoint_best_cosine,EmbeddingDistanceMetric_sem_lex_finetune_checkpoint_best_cosine|higher_is_better:no|model:sem_lex_finetune_checkpoint_best|kind:cosine,6016,1088,169,1088,117398,33031,0.14977881562023734,0.07293915653550329,0.14686835150903177,0.027775501849537997,84367,0.26660538512905585,0.06342926888143727,0.26540911477845786,0.026033062402007513,0.0004493031951380236,0.0015725380190613923,0.7802920937538147,0.9422553181648254,0.9036559139784947,0.0708627331810194,2101,0.8289032258064515,0.3245014082684112,9636,0.7480860215053763,0.583234227888028,17393,1.7799939465740675
Return4Metric_defaultdist4.0,Return4Metric_defaultdist4.0|higher_is_better:no|pose_preprocessors:[]|distance_measure:{return4|default_distance:4.0},6016,1088,169,1088,117398,33031,4.0,0.0,4.0,0.0,84367,4.0,0.0,4.0,0.0,0.00012389114105699188,0.0016690319161854529,0.32105177640914917,0.4818847179412842,0.2546236559139785,0.019981923968741107,592,0.26778494623655913,0.10479817046844911,3113,0.266752688172043,0.2089814181753161,6202,1.0
startendtrimmed_normalizedbyshoulders_hands_defaultdist0.0_interp120_dtw_fillmasked0.0_dtaiDTWAggregatedDistanceMetricFast,"startendtrimmed_normalizedbyshoulders_hands_defaultdist0.0_interp120_dtw_fillmasked0.0_dtaiDTWAggregatedDistanceMetricFast|higher_is_better:no|pose_preprocessors:[trim_pose|start:yes|end:yes,normalize_poses|scale_factor:1,get_hands_only,interpolate_to_fps|fps:120|kind:cubic,fill_masked_or_invalid|fill_val:0.0,reduce_poses_to_intersection]|distance_measure:{dtaiDTWAggregatedDistanceMeasureFast|default_distance:0.0|aggregation_strategy:mean|use_fast:yes}",6016,1088,169,1088,117398,33031,4.569632474600731,4.662841385613666,4.601325643195225,1.6770138944319115,84367,5.85153976007031,4.509125887132765,5.942359831905404,1.5566200341772685,0.12294127109975359,0.11130258606244987,0.5501231551170349,0.8617144823074341,0.7952688172043011,0.06343345551105463,1849,0.6774193548387096,0.2692733742375708,7875,0.514752688172043,0.40448118164556796,11968,1.2805274368551018
startendtrimmed_normalizedbyshoulders_hands_defaultdist0.0_interp120_padwithfirstframe_fillmasked0.0_AggregatedPowerDistanceMetric,"startendtrimmed_normalizedbyshoulders_hands_defaultdist0.0_interp120_padwithfirstframe_fillmasked0.0_AggregatedPowerDistanceMetric|higher_is_better:no|pose_preprocessors:[trim_pose|start:yes|end:yes,normalize_poses|scale_factor:1,get_hands_only,interpolate_to_fps|fps:120|kind:cubic,padwithfirstframe,fill_masked_or_invalid|fill_val:0.0,reduce_poses_to_intersection]|distance_measure:{AggregatedPowerDistance|default_distance:0.0|aggregation_strategy:mean|power:2.0}",6016,1088,169,1088,117398,33031,0.25732240226671654,0.20313701584798574,0.26028673785713613,0.10478300612793756,84367,0.3029063837983177,0.2100495512378241,0.306727950478855,0.09005125969363248,0.0923332244885965,0.08649770067293286,0.38642603158950806,0.5892857909202576,0.44387096774193546,0.0353616111298624,1032,0.354494623655914,0.13753557730003352,4121,0.3005161290322581,0.2309002300801462,6987,1.1771473495119675
startendtrimmed_normalizedbyshoulders_hands_defaultdist0.0_interp120_zeropad_fillmasked0.0_AggregatedPowerDistanceMetric,"startendtrimmed_normalizedbyshoulders_hands_defaultdist0.0_interp120_zeropad_fillmasked0.0_AggregatedPowerDistanceMetric|higher_is_better:no|pose_preprocessors:[trim_pose|start:yes|end:yes,normalize_poses|scale_factor:1,get_hands_only,interpolate_to_fps|fps:120|kind:cubic,zero_pad_shorter_sequence,fill_masked_or_invalid|fill_val:0.0,reduce_poses_to_intersection]|distance_measure:{AggregatedPowerDistance|default_distance:0.0|aggregation_strategy:mean|power:2.0}",6016,1088,169,1088,117398,33031,0.2485297746792683,0.20206497130845555,0.2509917073707525,0.10293971276684694,84367,0.2957297813401992,0.20990052443598162,0.2988460222579356,0.08981849430806722,0.08592958550641451,0.08481991297088212,0.39977407455444336,0.6072061061859131,0.4567741935483871,0.036187190453793865,1062,0.378236559139785,0.1480210070490706,4397,0.328,0.2538637103988147,7626,1.1899169092389164
startendtrimmed_normalizedbyshoulders_hands_defaultdist0.0_interp15_dtw_fillmasked0.0_dtaiDTWAggregatedDistanceMetricFast,"startendtrimmed_normalizedbyshoulders_hands_defaultdist0.0_interp15_dtw_fillmasked0.0_dtaiDTWAggregatedDistanceMetricFast|higher_is_better:no|pose_preprocessors:[trim_pose|start:yes|end:yes,normalize_poses|scale_factor:1,get_hands_only,interpolate_to_fps|fps:15|kind:cubic,fill_masked_or_invalid|fill_val:0.0,reduce_poses_to_intersection]|distance_measure:{dtaiDTWAggregatedDistanceMeasureFast|default_distance:0.0|aggregation_strategy:mean|use_fast:yes}",6016,1088,169,1088,117398,33031,1.648383447831995,1.6421835389298436,1.6611567214108807,0.5931917630760879,84367,2.087343692511337,1.5905780606585909,2.1203055140648006,0.5498286845912592,0.07590335040185126,0.07005518883808393,0.5450174808502197,0.8575300574302673,0.786236559139785,0.06281847434129467,1828,0.668731182795699,0.26596751248389117,7774,0.5075698924731182,0.3988684930794688,11801,1.2662974111130976
startendtrimmed_normalizedbyshoulders_hands_defaultdist0.0_interp15_padwithfirstframe_fillmasked0.0_AggregatedPowerDistanceMetric,"startendtrimmed_normalizedbyshoulders_hands_defaultdist0.0_interp15_padwithfirstframe_fillmasked0.0_AggregatedPowerDistanceMetric|higher_is_better:no|pose_preprocessors:[trim_pose|start:yes|end:yes,normalize_poses|scale_factor:1,get_hands_only,interpolate_to_fps|fps:15|kind:cubic,padwithfirstframe,fill_masked_or_invalid|fill_val:0.0,reduce_poses_to_intersection]|distance_measure:{AggregatedPowerDistance|default_distance:0.0|aggregation_strategy:mean|power:2.0}",6016,1088,169,1088,117398,33031,0.25547476870220603,0.20029218866033066,0.258392164331116,0.1036498906298277,84367,0.3001523717073388,0.2069555482688935,0.3039828900183241,0.08864742172165033,0.07289542342816813,0.06793282145608945,0.38430386781692505,0.5869054794311523,0.4374193548387097,0.034734057775803504,1017,0.34726881720430114,0.1351152247628828,4037,0.29935483870967744,0.22971309600032258,6960,1.1748806867781578
startendtrimmed_normalizedbyshoulders_hands_defaultdist0.0_interp15_zeropad_fillmasked0.0_AggregatedPowerDistanceMetric,"startendtrimmed_normalizedbyshoulders_hands_defaultdist0.0_interp15_zeropad_fillmasked0.0_AggregatedPowerDistanceMetric|higher_is_better:no|pose_preprocessors:[trim_pose|start:yes|end:yes,normalize_poses|scale_factor:1,get_hands_only,interpolate_to_fps|fps:15|kind:cubic,zero_pad_shorter_sequence,fill_masked_or_invalid|fill_val:0.0,reduce_poses_to_intersection]|distance_measure:{AggregatedPowerDistance|default_distance:0.0|aggregation_strategy:mean|power:2.0}",6016,1088,169,1088,117398,33031,0.2468797628135923,0.19925161327721905,0.2493818733968272,0.10203749994293235,84367,0.29301558414868345,0.20673467067111095,0.2961678007706027,0.08846265688849267,0.07476668067868317,0.07142346693083382,0.39770928025245667,0.6099169850349426,0.4559139784946237,0.03606015224571102,1060,0.3760860215053764,0.14708344611360688,4372,0.324989247311828,0.251023876002304,7556,1.1868756710120716
startendtrimmed_normalizedbyshoulders_hands_defaultdist0.0_interp30_dtw_fillmasked0.0_dtaiDTWAggregatedDistanceMetricFast,"startendtrimmed_normalizedbyshoulders_hands_defaultdist0.0_interp30_dtw_fillmasked0.0_dtaiDTWAggregatedDistanceMetricFast|higher_is_better:no|pose_preprocessors:[trim_pose|start:yes|end:yes,normalize_poses|scale_factor:1,get_hands_only,interpolate_to_fps|fps:30|kind:cubic,fill_masked_or_invalid|fill_val:0.0,reduce_poses_to_intersection]|distance_measure:{dtaiDTWAggregatedDistanceMeasureFast|default_distance:0.0|aggregation_strategy:mean|use_fast:yes}",6016,1088,169,1088,117398,33031,2.324882511632195,2.3228858551642486,2.341206417447288,0.8348271427537568,84367,2.9604438274842586,2.245551930085774,3.005420868434884,0.7743720622658564,0.03758028613426104,0.022140301325516837,0.5471416711807251,0.8618711233139038,0.7879569892473118,0.06292301910243586,1832,0.6754408602150538,0.268306229396512,7852,0.5133763440860216,0.40306327678668635,11936,1.2733735200261216
startendtrimmed_normalizedbyshoulders_hands_defaultdist0.0_interp30_padwithfirstframe_fillmasked0.0_AggregatedPowerDistanceMetric,"startendtrimmed_normalizedbyshoulders_hands_defaultdist0.0_interp30_padwithfirstframe_fillmasked0.0_AggregatedPowerDistanceMetric|higher_is_better:no|pose_preprocessors:[trim_pose|start:yes|end:yes,normalize_poses|scale_factor:1,get_hands_only,interpolate_to_fps|fps:30|kind:cubic,padwithfirstframe,fill_masked_or_invalid|fill_val:0.0,reduce_poses_to_intersection]|distance_measure:{AggregatedPowerDistance|default_distance:0.0|aggregation_strategy:mean|power:2.0}",6016,1088,169,1088,117398,33031,0.26052278904692105,0.20322324933875371,0.2634394570456367,0.10500231316855811,84367,0.3062142671742922,0.2098779470706823,0.3099549263533458,0.09002475987253006,0.03841360604721022,0.03266028193945456,0.3849931061267853,0.5869580507278442,0.4425806451612903,0.035231081281166164,1029,0.35139784946236563,0.136361846964913,4085,0.30103225806451617,0.23117173843574526,6999,1.1753838053650727
startendtrimmed_normalizedbyshoulders_hands_defaultdist0.0_interp30_zeropad_fillmasked0.0_AggregatedPowerDistanceMetric,"startendtrimmed_normalizedbyshoulders_hands_defaultdist0.0_interp30_zeropad_fillmasked0.0_AggregatedPowerDistanceMetric|higher_is_better:no|pose_preprocessors:[trim_pose|start:yes|end:yes,normalize_poses|scale_factor:1,get_hands_only,interpolate_to_fps|fps:30|kind:cubic,zero_pad_shorter_sequence,fill_masked_or_invalid|fill_val:0.0,reduce_poses_to_intersection]|distance_measure:{AggregatedPowerDistance|default_distance:0.0|aggregation_strategy:mean|power:2.0}",6016,1088,169,1088,117398,33031,0.25173186707304523,0.20220279566993038,0.25415625927872826,0.10317303433616674,84367,0.2990000619520732,0.20976896745513077,0.30203847353507385,0.08980531999542574,0.03489521239415117,0.0164601043197646,0.3978700041770935,0.6067036390304565,0.4559139784946237,0.03605371592797938,1060,0.3766021505376344,0.1472181719523675,4378,0.3271827956989248,0.2529547291447821,7607,1.1877719949747645
startendtrimmed_normalizedbyshoulders_hands_defaultdist0.0_interp45_dtw_fillmasked0.0_dtaiDTWAggregatedDistanceMetricFast,"startendtrimmed_normalizedbyshoulders_hands_defaultdist0.0_interp45_dtw_fillmasked0.0_dtaiDTWAggregatedDistanceMetricFast|higher_is_better:no|pose_preprocessors:[trim_pose|start:yes|end:yes,normalize_poses|scale_factor:1,get_hands_only,interpolate_to_fps|fps:45|kind:cubic,fill_masked_or_invalid|fill_val:0.0,reduce_poses_to_intersection]|distance_measure:{dtaiDTWAggregatedDistanceMeasureFast|default_distance:0.0|aggregation_strategy:mean|use_fast:yes}",6016,1088,169,1088,117398,33031,2.8021283588326553,2.851682870010486,2.822666879353244,1.026177995449889,84367,3.580838764973338,2.7596584412066263,3.6367426211264493,0.9523134113753686,0.039645126837598625,0.024247660719314095,0.5486917495727539,0.8582137227058411,0.7948387096774193,0.06343664554390611,1848,0.6755268817204301,0.2687341220076164,7853,0.5135483870967742,0.4033427091327321,11940,1.2778996200106576
startendtrimmed_normalizedbyshoulders_hands_defaultdist0.0_interp45_padwithfirstframe_fillmasked0.0_AggregatedPowerDistanceMetric,"startendtrimmed_normalizedbyshoulders_hands_defaultdist0.0_interp45_padwithfirstframe_fillmasked0.0_AggregatedPowerDistanceMetric|higher_is_better:no|pose_preprocessors:[trim_pose|start:yes|end:yes,normalize_poses|scale_factor:1,get_hands_only,interpolate_to_fps|fps:45|kind:cubic,padwithfirstframe,fill_masked_or_invalid|fill_val:0.0,reduce_poses_to_intersection]|distance_measure:{AggregatedPowerDistance|default_distance:0.0|aggregation_strategy:mean|power:2.0}",6016,1088,169,1088,117398,33031,0.25537959707182617,0.2018810871736925,0.258360960045264,0.10403199521994183,84367,0.300566946470461,0.20877582347853207,0.30439741375739787,0.08934268753381225,0.03774670419088533,0.024823513994645267,0.3865320086479187,0.5935021042823792,0.450752688172043,0.03588609319299422,1048,0.35440860215053765,0.13750627320975867,4120,0.30412903225806454,0.23314083071368602,7071,1.176941893231689
startendtrimmed_normalizedbyshoulders_hands_defaultdist0.0_interp45_zeropad_fillmasked0.0_AggregatedPowerDistanceMetric,"startendtrimmed_normalizedbyshoulders_hands_defaultdist0.0_interp45_zeropad_fillmasked0.0_AggregatedPowerDistanceMetric|higher_is_better:no|pose_preprocessors:[trim_pose|start:yes|end:yes,normalize_poses|scale_factor:1,get_hands_only,interpolate_to_fps|fps:45|kind:cubic,zero_pad_shorter_sequence,fill_masked_or_invalid|fill_val:0.0,reduce_poses_to_intersection]|distance_measure:{AggregatedPowerDistance|default_distance:0.0|aggregation_strategy:mean|power:2.0}",6016,1088,169,1088,117398,33031,0.24667315019869185,0.2008040863746506,0.24916052022093538,0.10222652909630942,84367,0.29342220663366314,0.2085931754703593,0.2965461524016321,0.08911357860029967,0.04022022443480762,0.03284553748139803,0.39910417795181274,0.6057063937187195,0.4567741935483871,0.03614717876417667,1062,0.3786666666666667,0.1483695793924996,4402,0.3297204301075269,0.2548360682191702,7666,1.1895182203548118
startendtrimmed_normalizedbyshoulders_hands_defaultdist0.0_interp60_dtw_fillmasked0.0_dtaiDTWAggregatedDistanceMetricFast,"startendtrimmed_normalizedbyshoulders_hands_defaultdist0.0_interp60_dtw_fillmasked0.0_dtaiDTWAggregatedDistanceMetricFast|higher_is_better:no|pose_preprocessors:[trim_pose|start:yes|end:yes,normalize_poses|scale_factor:1,get_hands_only,interpolate_to_fps|fps:60|kind:cubic,fill_masked_or_invalid|fill_val:0.0,reduce_poses_to_intersection]|distance_measure:{dtaiDTWAggregatedDistanceMeasureFast|default_distance:0.0|aggregation_strategy:mean|use_fast:yes}",6016,1088,169,1088,117398,33031,3.225776707492609,3.29606286505313,3.2493624215154226,1.1860643976900858,84367,4.127187511007392,3.188933956238149,4.191910087712019,1.1007062807316674,0.04364222717419832,0.030028312326094708,0.5492449998855591,0.8591943383216858,0.7845161290322581,0.06268833047470819,1824,0.6750107526881721,0.2685129949465813,7847,0.513978494623656,0.4037632274347045,11950,1.27943992571496
startendtrimmed_normalizedbyshoulders_hands_defaultdist0.0_interp60_padwithfirstframe_fillmasked0.0_AggregatedPowerDistanceMetric,"startendtrimmed_normalizedbyshoulders_hands_defaultdist0.0_interp60_padwithfirstframe_fillmasked0.0_AggregatedPowerDistanceMetric|higher_is_better:no|pose_preprocessors:[trim_pose|start:yes|end:yes,normalize_poses|scale_factor:1,get_hands_only,interpolate_to_fps|fps:60|kind:cubic,padwithfirstframe,fill_masked_or_invalid|fill_val:0.0,reduce_poses_to_intersection]|distance_measure:{AggregatedPowerDistance|default_distance:0.0|aggregation_strategy:mean|power:2.0}",6016,1088,169,1088,117398,33031,0.25509868038690175,0.20205810061992324,0.25810334751121033,0.1041398072248095,84367,0.3002317422895878,0.20896943001746646,0.30409095009897175,0.08947906412385587,0.04163503850126208,0.03508086297068462,0.38648104667663574,0.5961171388626099,0.44516129032258067,0.035478002373138695,1035,0.35268817204301073,0.13694917015989622,4100,0.30116129032258065,0.23110953772269063,7002,1.176923933256863
startendtrimmed_normalizedbyshoulders_hands_defaultdist0.0_interp60_zeropad_fillmasked0.0_AggregatedPowerDistanceMetric,"startendtrimmed_normalizedbyshoulders_hands_defaultdist0.0_interp60_zeropad_fillmasked0.0_AggregatedPowerDistanceMetric|higher_is_better:no|pose_preprocessors:[trim_pose|start:yes|end:yes,normalize_poses|scale_factor:1,get_hands_only,interpolate_to_fps|fps:60|kind:cubic,zero_pad_shorter_sequence,fill_masked_or_invalid|fill_val:0.0,reduce_poses_to_intersection]|distance_measure:{AggregatedPowerDistance|default_distance:0.0|aggregation_strategy:mean|power:2.0}",6016,1088,169,1088,117398,33031,0.2463749348890996,0.2009625808407952,0.24887944468520665,0.10230123978662452,84367,0.29310397836207636,0.20878346133839165,0.29625938918763023,0.08923927206770715,0.04076020016474074,0.02946379942993112,0.39928582310676575,0.6032628417015076,0.4464516129032258,0.03555594472292764,1038,0.378752688172043,0.14838397057407343,4403,0.3277849462365591,0.25346221787208506,7621,1.1896663858846308
startendtrimmed_normalizedbyshoulders_hands_defaultdist0.0_nointerp_dtw_fillmasked0.0_dtaiDTWAggregatedDistanceMetricFast,"startendtrimmed_normalizedbyshoulders_hands_defaultdist0.0_nointerp_dtw_fillmasked0.0_dtaiDTWAggregatedDistanceMetricFast|higher_is_better:no|pose_preprocessors:[trim_pose|start:yes|end:yes,normalize_poses|scale_factor:1,get_hands_only,fill_masked_or_invalid|fill_val:0.0,reduce_poses_to_intersection]|distance_measure:{dtaiDTWAggregatedDistanceMeasureFast|default_distance:0.0|aggregation_strategy:mean|use_fast:yes}",6016,1088,169,1088,117398,33031,1.8860962012034017,1.195110279358622,1.8940050485340014,0.524352689929334,84367,2.595081836366487,1.1064825052470544,2.595599541724051,0.5129262545641166,0.008080698395898131,0.008225071337611637,0.5887582302093506,0.8947482109069824,0.8348387096774194,0.06564291679631738,1941,0.7055483870967743,0.27603805932888126,8202,0.569763440860215,0.4412487750051917,13247,1.3759010991648917
startendtrimmed_normalizedbyshoulders_hands_defaultdist0.0_nointerp_dtw_fillmasked1.0_dtaiDTWAggregatedDistanceMetricFast,"startendtrimmed_normalizedbyshoulders_hands_defaultdist0.0_nointerp_dtw_fillmasked1.0_dtaiDTWAggregatedDistanceMetricFast|higher_is_better:no|pose_preprocessors:[trim_pose|start:yes|end:yes,normalize_poses|scale_factor:1,get_hands_only,fill_masked_or_invalid|fill_val:1.0,reduce_poses_to_intersection]|distance_measure:{dtaiDTWAggregatedDistanceMeasureFast|default_distance:0.0|aggregation_strategy:mean|use_fast:yes}",6016,1088,169,1088,117398,33031,4.292169616848456,3.3035836515764143,4.345416927629298,1.2280935718701966,84367,5.739627139013704,2.628640897614119,5.805124312389131,0.6923635597359817,0.007741585646972752,0.006834966387061066,0.5503405928611755,0.8447185754776001,0.7501075268817204,0.05910955994931827,1744,0.6486021505376344,0.2542148947756158,7540,0.5356989247311827,0.41689274966889067,12455,1.337232134648968
startendtrimmed_normalizedbyshoulders_hands_defaultdist0.0_nointerp_dtw_fillmasked10.0_dtaiDTWAggregatedDistanceMetricFast,"startendtrimmed_normalizedbyshoulders_hands_defaultdist0.0_nointerp_dtw_fillmasked10.0_dtaiDTWAggregatedDistanceMetricFast|higher_is_better:no|pose_preprocessors:[trim_pose|start:yes|end:yes,normalize_poses|scale_factor:1,get_hands_only,fill_masked_or_invalid|fill_val:10.0,reduce_poses_to_intersection]|distance_measure:{dtaiDTWAggregatedDistanceMeasureFast|default_distance:0.0|aggregation_strategy:mean|use_fast:yes}",6016,1088,169,1088,117398,33031,33.08887660620534,31.211247570843938,33.609053132951914,12.773612507322454,84367,43.6101686907769,27.133093887558946,44.52222080080241,7.192131534549497,0.0071427533611023355,0.002399211724588197,0.44610998034477234,0.718140721321106,0.5759139784946237,0.045448884070126455,1339,0.46572043010752695,0.1832469352094839,5414,0.4151827956989247,0.32609347134809036,9653,1.3179706645767009
startendtrimmed_normalizedbyshoulders_hands_defaultdist0.0_nointerp_dtw_fillmasked100.0_dtaiDTWAggregatedDistanceMetricFast,"startendtrimmed_normalizedbyshoulders_hands_defaultdist0.0_nointerp_dtw_fillmasked100.0_dtaiDTWAggregatedDistanceMetricFast|higher_is_better:no|pose_preprocessors:[trim_pose|start:yes|end:yes,normalize_poses|scale_factor:1,get_hands_only,fill_masked_or_invalid|fill_val:100.0,reduce_poses_to_intersection]|distance_measure:{dtaiDTWAggregatedDistanceMeasureFast|default_distance:0.0|aggregation_strategy:mean|use_fast:yes}",6016,1088,169,1088,117398,33031,326.0606991842506,312.51477054432274,331.16391742073534,127.81178997575424,84367,430.0779010572156,274.41916050065896,439.3473112807026,72.54729054496,0.008017465967449832,0.007840200541155742,0.4416162669658661,0.7151933312416077,0.5741935483870968,0.0453396504125057,1335,0.4581505376344086,0.18016593667068048,5326,0.408258064516129,0.320673517953504,9492,1.319011773369801
startendtrimmed_normalizedbyshoulders_hands_defaultdist0.0_nointerp_dtw_fillmasked1000.0_dtaiDTWAggregatedDistanceMetricFast,"startendtrimmed_normalizedbyshoulders_hands_defaultdist0.0_nointerp_dtw_fillmasked1000.0_dtaiDTWAggregatedDistanceMetricFast|higher_is_better:no|pose_preprocessors:[trim_pose|start:yes|end:yes,normalize_poses|scale_factor:1,get_hands_only,fill_masked_or_invalid|fill_val:1000.0,reduce_poses_to_intersection]|distance_measure:{dtaiDTWAggregatedDistanceMeasureFast|default_distance:0.0|aggregation_strategy:mean|use_fast:yes}",6016,1088,169,1088,117398,33031,3256.726503300014,3125.6818316109902,3307.641091090574,1277.8878883748619,84367,4296.218502260609,2747.283544353153,4389.03468168354,725.8513456324613,0.007435449854225323,0.005435176051395029,0.44106483459472656,0.7147400975227356,0.573763440860215,0.04529511907765178,1334,0.4563440860215054,0.17944766492204822,5305,0.4077849462365591,0.3202688573249344,9481,1.3191830808965035
startendtrimmed_normalizedbyshoulders_hands_defaultdist0.0_nointerp_padwithfirstframe_fillmasked0.0_AggregatedPowerDistanceMetric,"startendtrimmed_normalizedbyshoulders_hands_defaultdist0.0_nointerp_padwithfirstframe_fillmasked0.0_AggregatedPowerDistanceMetric|higher_is_better:no|pose_preprocessors:[trim_pose|start:yes|end:yes,normalize_poses|scale_factor:1,get_hands_only,padwithfirstframe,fill_masked_or_invalid|fill_val:0.0,reduce_poses_to_intersection]|distance_measure:{AggregatedPowerDistance|default_distance:0.0|aggregation_strategy:mean|power:2.0}",6016,1088,169,1088,117398,33031,0.2341875005297171,0.14281025472237294,0.23253383196745123,0.092311414307867,84367,0.2903644802775308,0.13724280564542043,0.28898133636266626,0.07727554065119094,0.006315001560312759,0.00620498649790979,0.4452419877052307,0.6329733729362488,0.4653763440860215,0.03719034167041757,1082,0.4280430107526882,0.16885555026661586,4976,0.39815053763440855,0.31151888636458697,9257,1.2398803506623752
startendtrimmed_normalizedbyshoulders_hands_defaultdist0.0_nointerp_padwithfirstframe_fillmasked1.0_AggregatedPowerDistanceMetric,"startendtrimmed_normalizedbyshoulders_hands_defaultdist0.0_nointerp_padwithfirstframe_fillmasked1.0_AggregatedPowerDistanceMetric|higher_is_better:no|pose_preprocessors:[trim_pose|start:yes|end:yes,normalize_poses|scale_factor:1,get_hands_only,padwithfirstframe,fill_masked_or_invalid|fill_val:1.0,reduce_poses_to_intersection]|distance_measure:{AggregatedPowerDistance|default_distance:0.0|aggregation_strategy:mean|power:2.0}",6016,1088,169,1088,117398,33031,0.6549308257683467,0.3225952705698205,0.6488085959785237,0.1206526530802897,84367,0.8148436881979674,0.2657203388266606,0.8140290890236945,0.09659852056790687,0.0059704688372103016,0.004307938142207196,0.4579733610153198,0.7147231101989746,0.5643010752688172,0.0444977490227665,1312,0.4787956989247311,0.188284569673514,5566,0.4184086021505376,0.32854189051402677,9728,1.2441675611191692
